indiv_nurse,screen_name,username,tweets,followers,following,SA,bio
,@Silvia_PG1,Silvia_PG,114,28,77,811,Vocational Nurse. Teacher in training. Photography Lover. TIC fan. Environment Defender.
,@nurselady74_m,Kisha,104,33,220,481,"Mother, Nurse, Friend, Student of Life....and loving it!"
,@victorussss,vicky curry,156,45,312,"2,340",Equine veterinary nurse + Eventing Competition groom
,@AmyHeadRN,Amy,181,58,68,"2,269",Thoracic surgery nurse practitioner
,@MohammedAyman28,shams,172,15,126,782,faculty of nursing menofia university
,@LoveBritnie,britnie formby,112,54,161,"1,596","25 years young, Scorpio_, medical assistant, phlebotomist, and future RN. Nursing is my calling_ Mother of a beautiful baby girl ۢJewel Raelynnۢ"
,@Kittil,Kjetil Bern̴s,161,27,51,"2,359",Born: Dec.22.1986 Occupation: Nurse Living together with my darling Arl̩n
,@ffjg1441,JoAnne Anderson,131,8,207,"1,208","I was born and raised in Westchester, NY and now live in SC. I am retired from 38 years in Cardiac Nursing, I'm an ISFF,EMT-I I live to serve my Lord, Jesus."
,@liteskn1,Natalie Nurse,101,19,136,"2,315",
,@MegansGR8,Megan G.R.,176,11,46,"1,930","Nurse by day who loves her job. Family, Friends & Faith take priority. Lifelong Yankees fan who aspires to be awesome at golf."
,@_SquadQ13,MaRNeil SoLero,133,21,192,"1,242","Decisive, open-minded, Nurse, Writer, 90's kid, Survivor. A member of netizen"
,@NatHolmes75,Natasha Stacey-Lynn,159,54,282,"1,511","40 year old female, wife, mother of 3, nurse: RN BN. People think I'm funny, but people are sometimes wrong."
,@bappi09,Bridget Harris,139,22,63,"2,388","Counsellor for Te Atea Marino Addictions, mother, cook, cleaner, nurse, doctor, handy man......"
,@drasevan,ShaShaRN,136,20,85,101,A Pretty Weird Nurse.
,@ykaloves03,Red,159,13,29,209,God above all | Love a Nurse | Never let others define you | Books are my escape | Definitely loves to sketch and draw.
,@CottonCandi83,Candice Elliott,186,29,205,"1,639","wife, mother, photographer, stawberry obsessed, pedicure sportin', Texas pride havin', nurse, comedian, music obsessed, movie lovin', American Girl."
,@rebekahparker83,rebekah parker,183,34,126,"1,567",Well I'm a night carer in a nursing home and a wife mother step mother and grandma not bad for my age lol
,@Kelseybaby515,Kelsey Bleil,132,79,199,"1,777",Mom of two beauties. Jaden & Jaelah. Nursing student. Doing it all for my kids.
,@Estrellita2417,Estrellita,133,30,347,"1,447",Nurse. I enjoy listening to music and reading:)) Love* Peace* Honesty*Life
,@debsclaire41,Deborah Stocker,127,36,68,274,"Student Nurse (Adult). Interests include Social Policy, Raising awareness and ending stigma surrounding mental health, Spirituality, Mentoring"
,@Reiki_Girl,Tracy Woolrich,123,32,36,"2,357","I am a Registered Nurse, Holistic Health Practitioner and Freelance Writer"
,@febzmarcella994,febie marcella,163,293,773,"2,210","21. Registered Nurse. Philippines. The past is a source of knowledge, and the future is a source of hope. Love of the past implies faith in the future."
,@DevsDevon,Devon Manning,150,31,132,460,Northern Irish. Belfast. Veterinary nurse. Rap. Hip hop.
,@Lincdogg44,Lincoln Forrer,137,94,107,"1,536",Aultman College of Nursing and Health Sciences
,@tetayskie,Kris San Gabriel,145,75,242,"2,143",RockiN' NursE at yeR sErviCE ;)
,@Momotan_LOVEYOU, _܋_,152,192,138,448,KANA-BOON / Ĭٌ_ /back number / YUI /supercell / Honey works / _ / ЋĻ /
,@WKnursinged,WK Nursing Ed,181,13,23,581,Helping nursing students ace the NCLEX and succeed in nursing school.
,@Irisheyes278,Irisheyes,100,21,334,594,"Nurse by night, sleep by day, and a whole bunch of stuff in between."
,@dhwilliamslaw,Denise Williams,106,63,368,"1,022","Lawyer, Artist, Musician, Nurse, Animal lover, defender of civil rights, and a fool for Pugs."
,@julieinthehood,Julie Lefer Quick,107,15,19,"1,134",Mom. School Nurse in alternative program of urban public school district. Arbonne consultant. Magnet for chaos.
,@JustinKime,Justin Kime,166,5,16,"1,390","Physics major, Nursing major, Gothish, Loner, Does my own thing. Little quality friends. im ok with this"
,@akurosaka1,Angie Kurosaka,110,61,358,"2,390","Wife, Mother, Doctor of Nursing Practice, University of Alabama Alum ROLL TIDE. I love quiet family time and travel."
,@sailing_nurse,Kerri Lescaudron,118,42,125,930,"Nursing student, sailor and super hockey fan! GO SENS GO!"
,@windyaprilia29,windy aprilia,133,82,147,490,nurse'13 health polytechnic of padang
,@DennisMullen3,Dennis Mullen,122,75,408,936,hello everyone..im katrina..a nursing tudent in don vosco university..know your self first befoe other...
,@AJNurse,AJ Nurse,194,117,144,"2,422",
,@M_R_Kelly,Michael R. Kelly,136,144,460,"1,310","Kappa Sigma Fraternity, Philadelphia Eagles, Philadelphia Union STH, Tottenham Hotspur F.C., Widener University School of Nursing, RN, BSN"
,@HealthyMeghan,Meghan,126,56,382,"1,061","30-something runner, food lover, dog lover, and Nurse Practitioner finding her way through Atlanta."
,@Silecou,Sile Coughlan,112,178,"1,564","2,402",Galway woman living in Dublin.... Nurse & Massive GAA fan......
,@JinxxRaven,Gabby,147,427,"1,023","1,333","Hi I'm Gabby. I'm a nursing student, a video game addict, book lover, band fangirl, LGBT activist, horror movie fanatic, and really just a huge nerd."
,@damekiri,Kiri Williams,195,50,52,"2,473",Lefty nurse with a general low-level sense of annoyance and an encompassing love of bikes.
,@sonicsalt221b,Annie,193,32,102,140,Expert wine drinker. Netflix professional. PlayStation supporter - and a nurse.
,@kcstoll,Katharine Stoll,191,94,135,"1,979",ER nurse and loving life!!
,@bdetmagora,Bernadette Magora,123,74,218,837,19/BS Nursing/Cocolover:)/Dreamer/SINGLE!
,@annemarie2424,annemarie,144,1,52,"2,170",Officially a student nurse!! Making a better life for my kiddies
,@visconti93,Val Visconti,108,36,77,"1,881",18. Nursing student. Extreme geek. New York. Holla at your girl.
,@Wardy_20,Sam Ward,117,19,12,"1,637","Geography/Geology graduate, full time auxiliary nurse and plays rugby... need I say anymore"
,@danalyn990,Dana Shields,106,86,689,"1,638",RN-BSN. Be nice to me...i may be your nurse one day! Oh and I LOVE the Texas Rangers!!! ALOT!
,@EpilepsyNorth,EpilepsyHarrogate,120,250,297,849,"Epilepsy Action Harrogate is a local group with the aim of raising awareness, supporting individuals and their families and raising funds for a dedicated nurse."
,@Mrsbyrdhanner,Alice Byrd,125,5,23,"1,906","IBCLC, Advance Nurse Lactation Consultant, RN, and Perinatal Educator."
,@MandaReneePhoto,MandaReneePhoto,172,121,330,637,"Football mom, taxi, nurse, bff, wife and photographer. Oh, and I love it all."
,@SikkeP,Sikke Procee,154,7,7,"2,179","I'm Sikke, 21 yo, christian, I'm a nurse and I like to write stuff, watch movies and play games."
,@jrabustan,jonathan,179,39,192,"1,539",Nurse by heart. Tambay at Bahay.
,@taybarker724,Taylor Barker,123,91,524,272,Rip Blake&Ethan.....; Also possibly your future doctor or nurse. Christian forever
,@marCharisma,Marcha Neijmeijer,120,30,24,"2,129","Female, married, mother of one, nurse, image consultant, living statue."
,@FaitherShannon,Faith Shannon,173,18,78,"2,242","Follower of Jesus, daughter of a phenomenal Mom, Sunday School teacher, future nurse, and lover of education. :) Incredibly blessed!"
,@SusanEsquivel1,Susie Q,148,60,179,"1,358",Nurse!!! Mom!!! Wife!!!
,@CsShuttleworth,Claire Shuttleworth,127,24,115,600,im a nurse working for abuhb and im also a cfr x
,@Joshuaaa_Rocks,Joshua Simmons,162,35,46,"2,335",-I'm Joshua. -Future Nurse! -Be the change you wish to see in the world - Ghandi.
,@sandra9967,sandra,157,12,61,"2,279","Mother to 3 adorable girls, grandson and Grandaughter,Work as a Social care worker and as an Aux Nurse."
,@pinktorch,Linda Harris,163,16,61,"2,218",I am a retired nurse and a nana.
,@nursekeri89,keri melerine,125,16,70,883,Inked parent. Nursing is my passion
,@julielynnspaine,julie lynn spaine,100,3,33,"1,579",I am a lunch lady at our nursing home. I am the queen of pureed food lol! I am the proud aunt to 2 nieces & 2 nephews. like
,@ImNursePOSS,Jofe Posa,110,55,64,"1,264",Cares more than my duty as a NURSE :)
,@GaydaSneddon,Gayda Sneddon,194,17,84,634,Happy parent to 2 beautiful children. Grandma to 7 wonderful young people. Butler to a very spoiled schnauzer Sam. retired from nursing.
,@juparsons18,Julia,112,85,270,639,"An ex A&E; nurse, now working as a School Nurse in an independent day school."
,@victoriamac7,Tor,152,84,366,263,nursing student - 5 months to go !!
,@Krytara,Simone,131,15,36,"1,728","Mother, nurse, reader, writer, believer.... Kindness is a language which the deaf can hear and the blind can see .... Mark Twain"
,@YHeumader,Yvonne Heumader,148,8,44,595,Mummy of passion/ Nurse/ Wife/ Austria
,@tehani_iris,Tehani Iris Canobis,180,13,173,"2,085","Part-time nurse, Full-time wife and mom :)"
,@DianeBraselton,Diane Braselton,106,63,118,"1,450",Marketing & Communications at Visiting Nurse Service.
,@michellecdanda,Michelle C. Danda,184,28,79,"1,110",Registered Nurse through and through.
,@jessiespeaks1,MrsTruTH tea,101,2,14,498,"nurse, black and proud"
,@Sarah_FaRAWR,Sarah Farrar,118,30,85,"1,442",A nursing student at Castleton State just living the good life. TUMBLR: http://t.co/ORXxnSwu2p FB: https://t.co/TEB9PRSzK8
,@Thecrowlster,Helen Crowley,146,6,62,"1,980","Registered Nurse and Pillow Lady, Loving my Grandchildren to bits!"
,@yellowgirl74,tashaun,178,49,164,"2,053","A nurse,mother,wife and Daughter.Im livin life to the fullest"
,@kelseyrue,kelsey,131,47,155,"1,239",22 y/o nursing student living on a wing and a prayer.
,@AlleySara,Sara Alley,196,928,"1,264",428,"Author of Ghost Town, a new young adult paranormal romance. Wife, mother of three, nurse, and animal rescue advocate."
,@sweatlifesociet,Courtney Kennedy,105,13,44,487,"nurse, labourer, HEALTH & FITNESS coach with Team Beachbody"
,@Trevone_Mensah,Rex Ford,141,105,132,529,18 | Class of 2014 | #TeamDarkSkin | WSSU'18 | Nursing Major | @DrayaFace _
,@rymagihegom,Polina Cambling,157,5,76,826,"Professional Development Lead Nurse, National Clinical Leadership Fellow, retweets not an endorsement, all views mine, unless hacked!"
,@petsnpotions,petsnpotions,155,142,244,880,"Pets 'n Potions are an animal health Pharmacy in Wolverhampton, run by an experienced Qualified Veterinary Nurse, Animal Health Advisor & A1 Assessor."
,@TWelyhorskyj,TiFFANY,183,34,79,"1,666",In nursing school :) Living and loving life :)
,@nightmarempd,Michelle ,146,43,116,302,30 yr old mom.Nursing student.*-I've got beauty and brains*- Norman Reedus is my addiction.keeping it sexy and classy
,@GAfriedrunner,Kelly DB,163,83,245,723,"Southern fried, average runner who will eat healthy tomorrow :) Running with my side-kick Hank! Surgical nurse. Sweat pink. UGA! Next stop-Chicago Marathon 2014"
,@OriansstarMel,Mel fitz,118,16,65,443,married with 2 amazing girls. work as a nurse and going for my bachelor's degree
,@lskrn81,Leslie Kader,127,19,305,757,"Wife, Mother of two boys, three dogs and one ginormous cat...ED nurse in a former life. Lover of all things fitness and funny."
,@whaleywasher,Rebecca,108,89,387,732,I am a busy mom of 3. I also have a PhD in nursing research and practice at one of the nation۪s leading academic medical centers. Inventor of the Whaleywasher.
,@kymendez_23,Kimberly Mendez,159,22,60,969,NYU Alum. Registered Nurse. Food and baby lover. NYC
,@sheila_magana,sheila may,132,14,149,"1,440","sister,friend,sinner,dreamer,adventure seeker,God's work in progress...lastly,Proud to be NURSE!"
,@Roneisa,Roneisa Matero,103,82,37,"2,416","Texas farm mom of 2, military widow, nurse practitioner. I want to help you learn to live again! Spiritual support on your journey to peace after losing UR mate"
,@KKHealthcareLtd,KK Healthcare Ltd,179,60,82,639,"*Health and Social Care Training *Supply of Nurses, Support workers and Occupational Therapists all over England"
,@Birdie_Clark,Robyn Clark,126,37,91,"1,576","Nurse, health enthusiast, traveller"
,@LavaLampsGirl,DJ Nurse Annabella,119,40,48,660,This is DJ Nurse Annabella of the popular underground radio show Lava Lamps & 8-Track Theatre that is featured on Free Radio Santa Cruz 101.3FM
,@hewlett_amanda,Amanda hewlett,111,151,71,"1,100","Owner/ Director of Amanda Hewlett Aesthetics. Advanced Nurse practioner/presciber in aesthetics. Advanced Dermal Fillers. Lips, Wrinkle treatments, Skin Care."
,@_P0lly_P0cket_,April,109,38,107,451,"Nurse_Love my family, friends & food. :)"
,@RhianRoberts13,Rhian Roberts,191,55,122,614,"I am a cardiff devils fan, gym bunny and soon to be student nurse!"
,@ssturret,Stephanie Sturrett,150,9,233,"2,322","I'm a nursing student, I love to help people and put a smile on their face. :)"
,@StepheneMooreKS,Stephene Moore,161,191,279,"2,052","Nurse, Proud Mother and Grandmother, and Candidate for Congress in Kansas' 3rd District"
,@KerryRNOilers,Kerry Rusk,146,15,311,601,Mom. Nurse. Faculty Lecturer at the UofA. Proud Edmonton Oiler Season Ticket Holder. Love my Eskies. Proud citizen of #yeg.
,@MOESHAPRINCE,MOESHAPRINCE,198,55,67,"2,356","Spanish- Gambian girl, shoe lover, big dreamer, nurse student, living life, looking good, SW sister... Just a small town girl :)"
,@Vee1973,Veronica Gosse,110,54,185,"2,041",Let it Be Nurse @LakeridgeHealth Oshawa
,@_haicoo_,Jackie Davis,186,14,9,"1,930","Writer, nurse, mother. The goal:a haiku every day for a year. I have faltered and stumbled,missed days but the challenge continues..."
,@LorrenMcCanless,Lorren McCanless,183,124,114,"1,116",I am in Nursing school at ETSU and work at Forever XXI.
,@_sarianna_,Sarianna Cortes,131,40,75,"1,702","Registered nurse, heamatology & research, active member of the union, singer and songwriter. Get off on organising and sorting stuff."
,@Angeliaumboh,A n g e l i a ,184,91,156,890,Studying at Bethesda Nursing Academy Tomohon Lambani Thomas
,@81chevybaby,Lady Chervel,185,108,641,"1,505","Mother, Singer, Writer, Actress,Nurse, Background vocalist!!! Real music lives here!! Contact me for collabos, booking info,etc"
,@JustJaan,Just Ask A Nurse,158,143,271,"2,390",Hi my name is Nancy co-owner of Just Ask A Nurse.com where you can find a nurse recommended physician. I'm also an RN with over 30 years on nursing experience.
,@itsmenursejc,JC Pichay,113,26,234,"2,111","John Cristopher Pichay... I'm BCSian, Willliamite, UNPian, and a REGISTERED NURSE!"
,@LacedToHisHeart,Army Girlfriend_,127,257,185,471,"My heart is stationed at Camp Merril, Georgia _ On the way to becoming a Neonatal Nurse"
,@superadstace,"Stacy C, RN",125,49,174,"1,965",mom & registered nurse with the sleeping habits of a giraffe. Mississippi born & raised. \m/ Metal \m/ makes me smile
,@miles_w_myles,Rhea Macaluso,132,8,51,935,Mom Runner/Marathoner Bikini Athlete Nurse TRX Certified LM BodyPump Certified #teamparadiserunner #tonymorrisonprogram #endlessmiles
,@snaith58,katherine carr,131,19,48,"1,039","Married 35 yrs two adult sons one westie , work as community nurse"
,@mommasev,Heather,151,156,545,"2,421",I'm a nurse. That means I care and stuff.
,@Anna_E_Manning,Anna Manning,186,89,242,"2,503","nurse, massage therapist, chess loving, queerbot extrodinaire."
,@SarAnoHcuzHsRew,Sara Henry,100,17,56,437,25 years old. Nursing. West Virgina. Ε
,@snogging28,Tiffany,161,13,28,"2,275","Loving my family, friends, Registered Nurse, and enjoying every single minute of being the mother to my gorgeous, silly, sassy 4 year old!!"
